sk_empresas,cnpj_empresa,flag_matriz,nm_razao_social,cd_natureza_juridica,de_natureza_juridica,de_situacao,de_classif_natureza_juridica,de_saude_tributaria,de_nivel_atividade,registro_antt,flag_optante_simples,flag_optante_simei
"D;?:]3'M_,#K9""'$X:PCC+",12285795000100,SIM,SUSANA ROCHA DA SILVA ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,MEDIA,SIM,NAO,NAO
"D1\S5&+ZE#4>0Y8G,`IT=*",76678069000130,SIM,FERNANDO MENDES DA SILVA ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AZUL,MEDIA,SIM,NAO,NAO
"MJ&AMO6""8MAXEU+2T,1)^&",64137789000100,SIM,DROGARIA MERCEDES LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,LARANJA,BAIXA,SIM,NAO,NAO
OF6.5+[Z+36R94S):C`G1/,12226096000190,SIM,F J COMERCIO DE PRODUTOS AGROPECUARIOS E REPRESENTACOES LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,VERDE,ALTA,SIM,SIM,NAO
ANMD7IYXK)!8-[9G4>($Q-,84084540000190,SIM,F ESSUCY ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,LARANJA,MEDIA,SIM,NAO,NAO
E8]H7!!P&;ZFL@]]+-8VG$,6295199000290,NAO,LIGUE COMERCIO DE APARELHOS DE COMUNICACAO LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,VERDE,MEDIA,SIM,NAO,NAO
I5V1_&.N0CV:U&)5N<![E#,6071947000170,SIM,GABRIEL LYNCON NEPOMUCENA SANTOS ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AZUL,ALTA,SIM,NAO,NAO
"B=/1WLW8]]0?""/O044J!""*",34099747000160,SIM,IDALINA ALVES SIMAS,2135,EMPRESARIO INDIVIDUAL,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
"O`""P9""'2J(SM+R!,/=%DR/",12260410000150,SIM,J L DE SANTANA ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AZUL,MEDIA,SIM,SIM,NAO
"K&,.WJY`S=IPZ`=U?%I)J.",9390743000190,SIM,CICLO IMPACTO BICICLETAS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,AZUL,MEDIA,SIM,SIM,NAO
B#X^!PJ]$5F^6\L+0K1&D*,12485770000150,SIM,SIRLEI MARQUES PACINI MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,MEDIA,SIM,SIM,SIM
"MN""HUC>M)FCH376E9],:(#",2621396000110,SIM,MAPION COMERCIO E REPRESENTACOES LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
"MO_0AW/Y/0R,:B*8X9KUX,",57968851000140,SIM,ENIO DONIZETE VIEIRA COSTA FRANCA ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AZUL,ALTA,SIM,NAO,NAO
M]WE@2JS.<3(EY9HB3BUW),70493069000180,SIM,LUCILENE M PEREIRA ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,MEDIA,SIM,NAO,NAO
"DML9Z*3'_-];M+-*5.W@6%",60805447000160,SIM,LANCHES AS BAMBINAS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,LARANJA,BAIXA,SIM,NAO,NAO
"GI!U2`:+?WQ""-'UTZW)D.,",10396192000150,SIM,BFLORA AGROFLORESTAL E PARTICIPACOES SA,2054,SOCIEDADE ANONIMA FECHADA,ATIVA,PRIVADO,VERDE,MEDIA,SIM,NAO,NAO
"B([;E3\&RV2NDK3Y[>R6,.",11332433000160,SIM,M DO S B DE MIRANDA ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AZUL,MEDIA,SIM,SIM,NAO
"L@_[DFC_4*-H:'*]IHF2Q(",22769186000180,SIM,FRANCISCA PINTO DE ANDRADE ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AZUL,ALTA,SIM,SIM,NAO
"D-QT.P`^,E)F;A2^MXG(H0",13212358000120,SIM,ARILZON ALMEIDA DA SILVA MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,MEDIA,SIM,SIM,SIM
"O-7?W4RD5*'+^68(D0""=1%",90024514000170,SIM,PADARIA E CONFEITARIA PANZE LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,VERDE,ALTA,SIM,SIM,NAO
"P)CA(SM#OD,4<7@@,=FP%/",12334481000150,SIM,KELLY CRISTINA SANTOS DE ARAUJO ME,2135,EMPRESARIO INDIVIDUAL,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
"DF0;M7<G*T48E.X(^&,G9!",23967664000120,SIM,CONSELHO CENTRAL SAGR COR DE JESUS DA SOC DE S V DE PAULO DE CONSELHEIRO LAFAIETE,3999,ASSOCIACAO PRIVADA,ATIVA,PRIVADO,VERDE,ALTA,SIM,NAO,NAO
"KNC?<7PCV5;X'QI&UG""'T&",2603026000150,SIM,MARCIA TESTA DA ROSA ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,LARANJA,MEDIA,SIM,NAO,NAO
"I^6F1%078,W%SAB*A_TKC&",4918295000130,SIM,ROSANGELA APARECIDA SERAFINI ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,LARANJA,BAIXA,SIM,NAO,NAO
H(8Z(C7$8P;Q5I1GEDARP&,731859000170,SIM,AUTO ELETRICA E MECANICA CARBURAUTO LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
M\)6SE)H6C[9$TVZ+41PU/,996072000130,SIM,JOSE SOUZA DA CONCEICAO,4014,EMPRESA INDIVIDUAL IMOBILIARIA,ATIVA,PRIVADO,LARANJA,MEDIA,SIM,NAO,NAO
"KR8QA!:#:OJ'=B;3HQ9U@)",15057939000160,SIM,ANDREIA VITOR CUSTODIO MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,MEDIA,SIM,SIM,SIM
P&N4M>FER$43\-1)Q1C[=$,7527738000150,SIM,D APARECIDO PINTO RASTREAMENTO ME,2135,EMPRESARIO INDIVIDUAL,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
OE9$PZ^H8$;*CQ1.\P<M--,7817781000150,SIM,MARCIA MAYUMI KATO ME,2135,EMPRESARIO INDIVIDUAL,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
FB1=M^1$6/T%FJL>I@VF8),161924000170,SIM,RAGE FABRICACAO DE ARTEFATOS DE MADEIRA E REP LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
"NF+K-/!QZK(5_'8N&N!];&",7458566000100,SIM,MARLY ZEO MALDONADO MARCHETTI ME,2135,EMPRESARIO INDIVIDUAL,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
M?_[)-+=J88[JFAQ.(\D60,15456062000180,SIM,CLAUDENIR CONCEICAO CARDOSO MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AZUL,MEDIA,SIM,SIM,SIM
"N9</P'[R<]>(II[--5N&B+",6802388000120,SIM,ELEICOES 2004 CF BELO HORIZONTE MG COMITE FINANC MUN UNICO PFL,3999,ASSOCIACAO PRIVADA,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
"D*=*8Z(`<0<:\\VW'5:T8#",6767485000120,SIM,ELEICOES 2004 RAUL CEZAR ARAUJO ABRANTES VEREADOR,4090,CANDIDATO A CARGO POLITICO ELETIVO,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
"G7!+T),U67OQ%UG`F@^B&%",6766092000100,SIM,ELEICOES 2004 JOACIR DE OLIVEIRA COSTA VEREADOR,4090,CANDIDATO A CARGO POLITICO ELETIVO,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
"O_J,68;L:$B-.6_)O'[D]%",6844569000110,SIM,ELEICOES 2004 ROSANE MARIA CARDOSO DANTAS VEREADOR,4090,CANDIDATO A CARGO POLITICO ELETIVO,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
"I,IFV_V8_<Q:*^OIG,V`7!",6952463000130,SIM,ELEICOES 2004 VANDERLEI DA SILVA VEREADOR,4090,CANDIDATO A CARGO POLITICO ELETIVO,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
OI;<H&![6V<V]&+A#C]#L*,9020132000150,SIM,SEI COMERCIO LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,LARANJA,MEDIA,SIM,NAO,NAO
"F22,A:,Y[8B)X^2X,66`V&",12063579000110,SIM,ARTESASUL IC INDUSTRIA E COMERCIO DE MOVEIS E ARTESANATO LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,BAIXADA,PRIVADO,AZUL,INATIVA,SIM,SIM,NAO
"JO']I\2]W2C#.S/TI75=/*",7657597000190,SIM,UBERLAN RIBEIRO BARBOSA ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,LARANJA,MEDIA,SIM,NAO,NAO
LO%.Y+[T7KD5O91+A00\;#,10279641000180,SIM,PQ TENNIS CENTER ENGENHARIA CONSTRUCAO E SERVICOS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,VERDE,ALTA,SIM,SIM,NAO
"G-+M[SUQN-K[<V-`SV['V,",8799173002410,NAO,ACAO SOCIAL DA DIOCESE DE CAJAZEIRAS,3999,ASSOCIACAO PRIVADA,ATIVA,PRIVADO,VERDE,ALTA,SIM,NAO,NAO
"H/PCE;%S2@J?9%G>T76K,%",1585429000150,SIM,M A DA SILVA CONTROLES ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AZUL,ALTA,SIM,SIM,NAO
"B1YFMP'D:RZU=96H(K_1G+",15815689000180,SIM,PARTIDO POPULAR SOCIALISTA PPS,3271,ORGAO DE DIRECAO LOCAL DE PARTIDO POLITICO,ATIVA,PUBLICO,AMARELO,MEDIA,SIM,NAO,NAO
"EQ4Q""/T04*%UJ[C)[JD!Q.",12061050000320,NAO,DOERNER & CIA EPP LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,VERDE,ALTA,SIM,SIM,NAO
"IVCPF6I#Y^<9ZY#.EV;&""+",5791728000100,SIM,GRUPO DE AUX AO MENOR EST FUNDACAO DO BEM ESTAR DO MENO,3999,ASSOCIACAO PRIVADA,ATIVA,PRIVADO,LARANJA,BAIXA,SIM,NAO,NAO
"L;H;LV@ZKU2K'E,!XF]3,&",40330383000180,SIM,JWN MECANICA LTDA,2240,SOCIEDADE SIMPLES LIMITADA,BAIXADA,PRIVADO,LARANJA,INATIVA,SIM,NAO,NAO
"IL^7V&(VD8AL<)'G;-=BF%",63554067001160,NAO,HAPVIDA ASSISTENCIA MEDICA LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,BAIXADA,PRIVADO,VERDE,INATIVA,SIM,NAO,NAO
"E]A>0]XX""Q%AN(#%K2B37/",4585285000120,SIM,BONFANTE COMERCIO DE PRODUTOS AGROPECUARIOS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,VERDE,ALTA,SIM,SIM,NAO
"E!&N""""X;*I^5V""!U^>P!I""",8414033000270,NAO,RCM COMERCIO DE PRODUTOS FARMACEUTICOS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,BAIXADA,PRIVADO,VERDE,INATIVA,SIM,SIM,NAO
"GJ5D&'Q:+:$=5$;5*9+4U'",3533797000180,SIM,CAMAR ASSESSORIA INTERNACIONAL EPP LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,VERDE,ALTA,SIM,SIM,NAO
"A<&""FD'QF""8WRPVH\IH>+0",3126388000160,SIM,PARNAGRO AGROPECUARIA LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,VERDE,MEDIA,SIM,SIM,NAO
"FNU*\""ZG?89""-XKJ_?F]F#",11840505000180,SIM,LUZIA CRISTINA TOMAS DE AQUINO MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,MEDIA,SIM,SIM,SIM
"I^^;D`-P4WR'5K)IA%NO>%",64626179000170,SIM,CASA DO LOJISTA ATACADISTA DE MATERIAIS PARA CONSTRUCAO LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,LARANJA,ALTA,SIM,NAO,NAO
"E_,(76YIW2LI>WI0I/1$?-",13012821000190,SIM,BRUNA MARIA ALMEIDA RIBEIRO ME,2135,EMPRESARIO INDIVIDUAL,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
"A_7A&)E6F[^B@Y,=)HUM/&",6327345000130,SIM,CONSELHO DELIBERATIVO ESCOLAR DA ESCOLA MUNICIPAL SOTECO,3999,ASSOCIACAO PRIVADA,ATIVA,PRIVADO,AMARELO,ALTA,SIM,NAO,NAO
PN+:)%2_ES**KS&F8])ZY$,14699869000180,SIM,K Z TRANSPORTES LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,VERDE,ALTA,SIM,SIM,NAO
"KO2Z0B,-S6`3=D_K""K""/$#",84617547000120,SIM,W F ARRUDA,4014,EMPRESA INDIVIDUAL IMOBILIARIA,ATIVA,PRIVADO,LARANJA,BAIXA,SIM,NAO,NAO
"DFB\I2B_;.WL$,_?26H9V-",6652837000100,SIM,ANTONIO C S DE SOUSA LOCADORA,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,LARANJA,BAIXA,SIM,NAO,NAO
"IQ%W+=6#]P?HK@R4SY'EP!",5764140000150,SIM,JUCEMAR FERREIRA MENDES ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AZUL,ALTA,SIM,SIM,NAO
C*T@T0\8+JJ4*%OY+;B4I%,96760095000110,SIM,JOTAEME PLASTICOS LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
"B'YHB0H?%A3./+QJ_5Z-C.",6589994000100,SIM,ELEICOES 2004 LUIZ DORISVALDO ALVES JORGE VEREADOR,4090,CANDIDATO A CARGO POLITICO ELETIVO,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
"NQCL![+(A9K09U>$FFB7E""",5678844000100,SIM,ENDOGERAIS EQUIPAMENTOS MEDICOS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
"H2Y""5=4U>:?_35H+I_S'E'",81601502000170,SIM,MARCIO COLIN ME,2135,EMPRESARIO INDIVIDUAL,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
"GWN^""<[T'3?I<^LBX._HA""",21857495000140,SIM,INCORPORADORA TONY LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
EM7SV029;4YWSH75H88R!+,32136434000100,SIM,MERCADO BOLSA CHEIA LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
"O5[ME30HKLN"")N:K/JML[-",54787304000170,SIM,APM DA EEPG PROFESSORA VASSILISSA TRANDAFILOV SILVA,3999,ASSOCIACAO PRIVADA,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
"D;0$PI""*2;LCB9I:I<<V')",9908728000190,SIM,ELEICAO 2008 COMITE FINANCEIRO MUNICIPAL PARA VEREADOR SP PDT,3999,ASSOCIACAO PRIVADA,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
"AT2HT!Y5.J&N""0+)5""V!I,",4143129000100,SIM,UNIVERSAL COMERCIO INDUSTRIA E EXPORTACAO LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
"BK""X""YT7'@7J+V,""ZQ,B<!",75076992000130,SIM,C A FERNANDES REPRESENTACOES LTDA SC,2240,SOCIEDADE SIMPLES LIMITADA,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
K<G*W_G2C1$!&_UPR7\@?+,13122343000170,SIM,JOCELITO JOSE FERREIRA MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AZUL,MEDIA,SIM,SIM,SIM
"D)$$DGCFSY3N5X>;Y""I7-'",428307001160,NAO,EXPRESSO SAO MIGUEL LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,VERDE,ALTA,SIM,NAO,NAO
"J&\91;XHF,-EN1$VOXGY#(",1636454000620,NAO,SOL DI VERAO INDUSTRIA E COMERCIO DE CONFECCOES LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,VERDE,MEDIA,SIM,NAO,NAO
"O3F'YOJ?;9G/%??%I:?,E-",73131856000250,NAO,EMPRESA DE AGUAS CRISS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,VERMELHO,BAIXA,SIM,NAO,NAO
IX:<SCS8B^GA/;V<B9T8R.,7974778101680,NAO,NEIDE SANCHES FERNANDES,4120,PRODUTOR RURAL PESSOA FISICA,ATIVA,PRIVADO,VERDE,MEDIA,SIM,NAO,NAO
"HIWPQG+B-H#H.*35;""/V:""",4323762000180,SIM,NATAN LUCIANO MARTINS ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,ALTA,SIM,NAO,NAO
C%=0`DE%NPBL5-8LQ/YZ@/,8819498000120,SIM,GILDAIR BANDEIRA SARAIVA MENDES ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AZUL,ALTA,SIM,SIM,NAO
ID;QC<_*??4-\^W3I\GAL!,1457452000160,SIM,DROGARIA FARMALU LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,AZUL,ALTA,SIM,SIM,NAO
"MVML(KJ;0`$G!>1$^]JV4,",33062100000100,SIM,LIMA & BERNARDES LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,LARANJA,BAIXA,SIM,NAO,NAO
"N,!0XUU!0R$MTU:`?WP('&",10572071173300,NAO,SECRETARIA DE EDUCACAO,1023,ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL,ATIVA,PUBLICO,VERMELHO,MEDIA,SIM,NAO,NAO
"J+1.TO^7UDR*Y;EU?=ZOE,",5997322000170,SIM,GERCINA CAVALCANTE DE LIMA ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,MEDIA,SIM,NAO,NAO
"NZ/RV?2'P[P1E_GR<=#ZO*",12257938000170,SIM,VANDER LUCIO FERREIRA MOURAO MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,MEDIA,SIM,SIM,SIM
H*&Z!:N4^>-3(X)?-:2@J!,2873550000140,SIM,TRANSFORMUTACAO EDUCACAO E CONSULTORIA PESSOAL E EMPRESARIAL LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,AZUL,ALTA,SIM,NAO,NAO
"H""'Z\#;T""W_D9V]F3[@WN/",82323437000120,SIM,MARIA HELENA SARTORI ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,VERDE,ALTA,SIM,NAO,NAO
"DGFZ+C2[PJL/NUCU9P'-)&",11022875000100,SIM,CLINICA ODONTOLOGICA QUADROS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,AZUL,ALTA,SIM,SIM,NAO
"IR-)A3E!CU.X""@^^U$@(,#",11582620000100,SIM,IVO DE LIMA NETO MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,MEDIA,SIM,SIM,SIM
MJY!)F\308.K]X-UPE_XV+,15492039000140,SIM,NATALIA SANTIAGO GOULART ROSA MEI,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,AMARELO,MEDIA,SIM,SIM,NAO
DUZ3D1ZS:)LZ@3^JO$F?A/,41115650000160,SIM,L A SANTOS EPP LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,ATIVA,PRIVADO,VERDE,ALTA,SIM,NAO,NAO
"F>P$:MZ2'X4,=2F9*THQ^'",96846860000110,SIM,JOSE SILVA PEREIRA DE ITABUNA ME,2135,EMPRESARIO INDIVIDUAL,ATIVA,PRIVADO,LARANJA,ALTA,SIM,NAO,NAO
"DAM4JQR8V^])+!19VN#@2,",6718233000100,SIM,ASSOCIACAO DOS REFLORESTADORES DO PIAUI,3999,ASSOCIACAO PRIVADA,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
"I#*52%L2_O65OXO=A#'Z@.",6567433000100,SIM,ELEICOES 2004 GERALDINO EVANGELISTA DE ANDRADE VEREADOR,4090,CANDIDATO A CARGO POLITICO ELETIVO,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
F@-^^?NKLY<.?@2I^L;.=$,6678296000180,SIM,ANTONIO LUIZ DE ARAUJO ME,2135,EMPRESARIO INDIVIDUAL,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
"O3=-8E&=5]P2DJHFB_J$""""",7412542000110,SIM,FABIO LUIZ DA CUNHA,2135,EMPRESARIO INDIVIDUAL,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
"IQ/'9P>2$C1HG*#HK#UG5#",3003291000160,SIM,CERTA INDUSTRIA CERAMICA DE ITAUCU LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
"O,C@;4<@XAX)]B2%1UI+S.",2262260000160,SIM,HELENA MELLO EWERT ME,2135,EMPRESARIO INDIVIDUAL,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
L\E+(K?T1XA7/E&&B%\K.0,5097164000100,SIM,MARCELO NACILDES TORETTI DOIS CORREGOS ME,2135,EMPRESARIO INDIVIDUAL,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
B=%ZCONHBN.N>`OZFVG8.%,6679207000110,SIM,ELEICOES 2004 MARILDA GUEDES GASPERONI VEREADOR,4090,CANDIDATO A CARGO POLITICO ELETIVO,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
INIM[KD>L=L1+Y9W7][;:0,2053271000130,SIM,F A CHAGAS SILVA,2135,EMPRESARIO INDIVIDUAL,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
M++K!3??OARA1(K(A;#53%,3531556000100,SIM,PREV CAMP CORRETORA DE SEGUROS DE VIDA LTDA SC,2240,SOCIEDADE SIMPLES LIMITADA,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
HC%=WH_K@2[*2FXG)WQ-/(,3753099000190,SIM,F B OLIVEIRA PRODUTOS VETERINARIOS,2135,EMPRESARIO INDIVIDUAL,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
"LCQD!4W15\!N\EG-5-/O_'",3215547000100,SIM,COOPERATIVA DE TRABALHO DE JOIAS E BIJOTERIAS DO DF,2143,COOPERATIVA,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
"E)J(@`:-YM.%0,![NMC3.%",3339605000280,NAO,HIROSHI LOCADORA DE VEICULOS TRANSPORTES E TURISMO LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
"A'SXX`P&(XP)8.?GD3;Q^*",2423557000160,SIM,NEROLLI CONFECCAO LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
"B>,?S<@P;E<8^.HV9^N28*",2923051000110,SIM,MONIMIL COMERCIO LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
"O?8.SYGN1P2J,Y-[$`>[@#",3466521000550,NAO,TELECOMUNICACOES DE MATO GROSSO DO SUL SA,2054,SOCIEDADE ANONIMA FECHADA,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
K\;EOE%$NG1XMJO@M[DWZ),3646633000160,SIM,JR SANT ANA INFORMATICA LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
"DUBPG!/,=,AKW>G(W_DQ##",2911862000100,SIM,TRANSVOLT SERVICOS TRANSPORTES PROJETOS E CONSTRUCOES ELETRI,2062,SOCIEDADE EMPRESARIA LIMITADA,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
OAV8NA;]R&IZY3I>2$]*`%,1182068000100,SIM,MARILCE AMORIM ALMEIDA SOUZA,4014,EMPRESA INDIVIDUAL IMOBILIARIA,ATIVA,PRIVADO,LARANJA,MEDIA,SIM,NAO,NAO
"G'\=<A`5:G`_;6C&5N>IJ$",2608661000120,SIM,MGF AUTO PECAS LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
"H@*78,N)10T4)E""O0YSF8)",9907876000190,SIM,ELEICAO 2008 COMITE FINANCEIRO MUNICIPAL PARA VEREADOR PB PTC,3999,ASSOCIACAO PRIVADA,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
G$&LTBW-`P<@\#FB;0B_`-,1749971000100,SIM,LAUDENOR NICOLI CARETA ME,2135,EMPRESARIO INDIVIDUAL,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
"I]]F3,<*.J&874V<Q2G)I,",8226126000190,SIM,KHAIR & GIACOBBE COMUNICACAO ESTRATEGICA LTDA ME,2062,SOCIEDADE EMPRESARIA LIMITADA,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
C91584BJZ!%_X_95?^<?;(,12911158000100,SIM,RAFAEL MALLMANN DOS SANTOS MEI,2135,EMPRESARIO INDIVIDUAL,BAIXADA,PRIVADO,0,INATIVA,SIM,SIM,SIM
"CB,%$,""P%-]Z**8<)YX66%",10116122000100,SIM,ELEICAO 2008 COMITE FINANCEIRO MUNICIPAL PARA VEREADOR AC PTN,3999,ASSOCIACAO PRIVADA,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
PWE[@.IPUTKOZ2)8.+4Q)&,3227685000100,SIM,ODILEIA APARECIDA NUNES ME,2135,EMPRESARIO INDIVIDUAL,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
"FR??674@""LD!SZ69Q3S`;#",31588759000160,SIM,ESMALTACAO PORTELLA RIO INDUSTRIA E COMERCIO LTDA,2062,SOCIEDADE EMPRESARIA LIMITADA,BAIXADA,PRIVADO,0,INATIVA,SIM,NAO,NAO
